AccountAge,MonthlyCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,CustomerID,Churn,TotalCharges_log
19,9.425704058707554,Premium,,Yes,Both,Yes,TV,39.54212203667458,56.42868455106032,6,Sci-Fi,6,Male,16,Yes,UIGGYO790T,0,5.154031837026577
104,10.553373362146877,Basic,Credit card,Yes,Both,No,Computer,19.83670939523827,76.20078694024575,0,Comedy,0,Female,8,No,3BOFFMJ30P,0,7.001747162636971
65,13.219029420381702,Premium,,No,TV Shows,No,Computer,32.991231326062305,38.51645316854204,1,Fantasy,3,Female,14,No,O5H136RJQH,0,6.757207830757512
38,12.128170590480387,Premium,Electronic check,No,TV Shows,No,Mobile,25.25485287111871,31.92085354195481,11,Action,7,Female,5,No,HDKULA3MU9,1,6.1352845107361045
84,14.615380619311903,Standard,Electronic check,No,Movies,Yes,Tablet,18.1468928160791,13.969722445417736,25,Sci-Fi,3,Male,17,Yes,RYCLOFFCVE,0,7.314036601750812
119,16.637685092350956,Basic,Electronic check,Yes,TV Shows,No,TV,16.119881637804482,34.087770638512694,13,Action,5,Male,13,Yes,YIVE925TC8,0,7.436993986968988
46,12.539807289339716,Basic,Credit card,No,Movies,No,Computer,21.868932964386254,159.94909015390323,7,Drama,7,Male,8,Yes,930R5P83Z6,0,6.359281672543694
60,12.328261877946224,Standard,Electronic check,Yes,Movies,Yes,Computer,25.684915329767843,76.24934371023588,2,Action,6,Female,19,Yes,MJZRU4WA8S,0,6.572355436550311
93,13.756863302716996,Premium,,No,Movies,Yes,Mobile,12.538239360236547,33.39063036130063,26,Fantasy,6,Female,19,No,10Y170E0E1,0,7.154918660250587
51,10.88024151511978,Basic,Bank transfer,Yes,Movies,No,TV,7.751116368946264,174.31913690609642,37,Fantasy,9,Male,16,No,59X4IH1HIC,1,6.464814815958918
111,16.650779385143807,Premium,Bank transfer,Yes,TV Shows,Yes,TV,11.644274541624664,140.91000866221236,33,Action,6,Female,13,Yes,H62649TX8P,1,5.848888188153642
109,7.9519056979414735,Standard,Electronic check,Yes,TV Shows,Yes,TV,12.233409755887186,54.87497871028249,25,Comedy,4,Male,10,No,0HYI0IZ5N5,1,6.360232791834362
62,11.613770448804424,Basic,Bank transfer,Yes,Movies,No,Tablet,28.679494215909013,25.63017617074289,14,Drama,9,Female,18,Yes,DM97EUKZWZ,1,6.58071370846544
7,11.90562625011125,Premium,,No,Both,Yes,TV,14.172734855527752,172.17025786390337,18,Comedy,5,Female,11,Yes,08AXOX9Q5Y,1,4.434848941566307
25,5.446858713336654,Standard,Electronic check,Yes,Movies,Yes,Tablet,9.87325863390076,105.06462925397382,21,Drama,7,Male,4,No,DEN7OFO4CL,0,4.921231733267183
100,6.250829967058317,Basic,Credit card,No,TV Shows,No,Mobile,21.53166615836312,120.6712995401679,46,Comedy,7,Male,0,No,3S7TJ4OCWW,0,6.439482944908978
39,12.94831049965256,Premium,,No,TV Shows,Yes,TV,39.77573721320426,174.33776351660717,6,Fantasy,0,Male,12,Yes,MC56T2MJWG,0,6.226505264617368
32,5.673069670663678,Standard,Credit card,No,Both,Yes,TV,29.034892813250565,40.7370442575787,21,Comedy,8,Male,10,No,YXGYWNE4G0,0,5.542638923156523
66,15.18451374519882,Basic,Electronic check,No,Movies,Yes,TV,17.177807432334316,118.44616218037793,45,Comedy,9,Female,8,No,JK3GWWWS0B,0,6.910928147290789
46,9.46254347525892,Basic,Bank transfer,No,TV Shows,Yes,TV,29.505190462993266,168.48727486216566,19,Drama,9,Male,11,Yes,7RES9FLX3B,0,6.078277362402421
2,11.063221012489796,Standard,Credit card,Yes,Both,Yes,Mobile,36.76282342782179,53.17093353966872,22,Comedy,9,Female,19,No,GLSECWZZV2,0,3.1409766392912752
26,15.004693882880858,Standard,Electronic check,No,Movies,Yes,Mobile,14.54632599401062,77.97565015995534,15,Fantasy,8,Female,1,No,6CRFO1SD3P,1,5.969019636488782
55,19.739151788367288,Standard,Bank transfer,Yes,Both,Yes,TV,18.18957797837209,71.77331257907858,32,Fantasy,7,Female,11,No,D0WWQ6QFVV,0,6.990857929507293
42,8.543056401652116,Basic,Mailed check,No,Movies,Yes,Mobile,19.42110297082496,73.7162955260688,29,Fantasy,4,Female,7,No,V3IJEAKL9G,0,6.304494515112838
45,15.89910740818408,Premium,Electronic check,Yes,TV Shows,Yes,TV,24.55482173432768,139.67638335753853,11,Action,5,Male,22,No,6HN2NKHUWW,1,6.574322186196881
71,12.303269813600757,Standard,Bank transfer,No,TV Shows,Yes,Computer,17.413610790548788,121.21997277619536,38,Comedy,5,Female,7,Yes,3L5C58W61A,0,6.464015824191293
27,9.10476166809316,Basic,Bank transfer,Yes,Movies,Yes,Computer,18.82591543971044,73.90780637797336,46,Fantasy,0,Male,7,No,VWFVDQSNP5,0,5.954559628649207
58,11.134897437887158,Standard,Electronic check,Yes,TV Shows,No,Computer,22.34316602450081,96.65183686227851,25,Comedy,8,Female,9,No,D8EY1Q6P8M,0,6.472074312227207
26,14.805415349371136,Premium,,Yes,Both,No,Tablet,28.081692230407,144.6063797813256,7,Drama,2,Male,22,No,813JVSVGJS,1,5.955683987452799
14,11.283021036223028,Standard,,No,Movies,No,Tablet,11.685016361894684,148.78571600989872,21,Sci-Fi,4,Male,9,No,E1KS2MG1T5,0,5.619062202653019
47,12.609980963237437,Basic,Electronic check,Yes,Movies,Yes,Computer,31.63022599392608,103.96773966951557,13,Comedy,8,Male,1,Yes,OYTFDPJFJK,0,6.386322102314676
52,8.167808887347096,Premium,Electronic check,No,Both,Yes,Tablet,19.115768981233604,104.02037618098892,21,Fantasy,7,Female,17,No,ZDB8N9OOU7,0,5.983554591567571
111,9.58299437737957,Premium,,Yes,Both,Yes,TV,32.108294979080355,65.44636984842494,14,Sci-Fi,9,Male,2,No,8KFJMLYOAR,0,6.970459972080498
18,9.684320200402254,Basic,,No,TV Shows,Yes,Mobile,11.725676937928863,137.11084597123138,35,Sci-Fi,1,Male,22,Yes,4F8NXLFK5A,0,5.166600119407423
21,15.05080528127012,Premium,Credit card,Yes,Both,Yes,Computer,20.345514376450424,56.81764771296081,38,Drama,2,Male,5,No,WGI5Q7SPLU,0,5.75911282701937
51,17.80723608158639,Basic,Credit card,No,Movies,No,Tablet,9.841864779231337,66.18163321930825,39,Fantasy,4,Male,21,No,7CLG7V9FT6,0,6.81253103966182
83,9.158194968311731,Basic,,Yes,Movies,No,Mobile,24.876016986808903,137.72708429117603,32,Comedy,1,Male,12,Yes,VGT7YQ7HL4,0,6.634804410734429
18,10.822139469558111,Basic,,Yes,Both,Yes,Tablet,13.919913252735672,118.201755618383,26,Comedy,2,Female,4,Yes,OCNFAKLQ66,0,5.08256958551796
107,7.215803381895304,Premium,Bank transfer,No,Movies,Yes,TV,2.707806805898285,118.3551533654782,27,Fantasy,8,Female,0,No,R0XBS593DJ,0,6.65039671548432
59,6.005334498076856,Premium,Bank transfer,Yes,TV Shows,No,Computer,31.00139668889123,26.72734975120911,17,Fantasy,3,Male,20,Yes,397FZL8VXN,0,5.873003975250404
95,9.49706883032632,Basic,,No,Both,Yes,TV,3.2811294201420376,137.10227531552894,29,Comedy,1,Male,22,Yes,WZ96LIYVTD,0,6.805967859850711
111,7.271541033117109,Standard,Electronic check,Yes,Movies,No,Mobile,4.94929368160545,71.39469182195695,45,Comedy,6,Male,20,Yes,FVEM980SI6,0,6.69473661590388
3,11.43704443976495,Premium,Credit card,No,Movies,Yes,TV,22.44690722131371,70.20872936779526,43,Comedy,3,Male,0,No,TJ373DIINI,0,4.038639210473876
44,10.00586431344869,Premium,Credit card,No,Movies,Yes,Computer,15.244456348325857,15.351816596187293,4,Drama,4,Female,23,No,OE1KL6KE9J,0,6.256521227186593
68,6.169332571035502,Standard,Electronic check,Yes,Movies,No,Mobile,35.7278324564662,150.4698831966748,37,Drama,1,Male,8,No,835MUU22KN,0,6.041479234648305
35,18.394076547872267,Standard,Electronic check,No,Movies,No,Mobile,32.80124783014694,58.63526996622972,48,Sci-Fi,0,Male,15,No,SQNAPFWFZ4,0,6.468928837492
67,15.716921798707713,Standard,Credit card,No,Movies,Yes,Computer,16.869088491903575,157.52070204342675,6,Action,5,Male,17,No,09BUGRJ6R1,0,6.731355335736104
88,5.852336418746663,Basic,,Yes,TV Shows,No,Computer,18.611226942208763,60.14543388676293,32,Drama,2,Male,2,No,JKBPRJT417,0,5.712429236655001
78,9.858911022127437,Basic,Electronic check,Yes,Both,No,Mobile,25.36968964476972,97.86756792982268,30,Fantasy,2,Female,13,No,3WSAVAYLAE,0,6.646384098886809
30,15.22878407909648,Premium,Bank transfer,No,Movies,Yes,TV,28.85650765326456,132.46027653399608,31,Comedy,3,Male,6,No,LKTC3FUN2H,0,6.126571153622126
11,10.25579309964404,Basic,Bank transfer,No,Movies,Yes,TV,24.06853536319806,42.75755759813206,35,Drama,6,Female,17,No,BW04WZ17AF,0,6.505702425188044
4,18.25320927093928,Basic,Electronic check,No,TV Shows,No,Computer,18.7374457665858,18.68435974984906,6,Sci-Fi,4,Male,1,No,SZCUW787WR,1,4.304238552264103
31,9.511391461152986,Basic,,Yes,Both,No,Mobile,34.41124779321639,133.83828430039625,15,Comedy,4,Male,23,Yes,XQUZHSSW1W,0,5.689863166652294
71,9.61110632824244,Standard,Electronic check,No,Movies,No,TV,14.19881985564444,100.09259159170144,5,Fantasy,8,Male,15,No,T521EXEC0M,1,6.527063584061176
44,18.31361954189992,Basic,Electronic check,No,Both,No,TV,2.825674346686039,38.96552776438662,23,Comedy,4,Female,6,No,BSPLI7MAZX,0,6.988827328662434
12,19.468376274803965,Standard,Electronic check,No,Both,Yes,TV,23.25917230035808,125.11136733492988,17,Comedy,2,Female,7,Yes,Q4F38Y6G37,1,5.457969380382585
45,8.535025035144919,Premium,Bank transfer,Yes,TV Shows,Yes,Mobile,22.1082217986722,9.33139218383157,31,Comedy,9,Female,2,No,0ERUR0OI2Z,0,5.953441046122086
103,16.191504526594457,Standard,Mailed check,Yes,Movies,No,TV,4.548351792840942,142.2054471404697,8,Drama,0,Female,4,No,YKMIJJM7V1,0,7.419815120531454
53,11.133530262687218,Standard,Bank transfer,No,TV Shows,Yes,Mobile,15.961769276788482,167.00515462766913,22,Sci-Fi,6,Male,20,Yes,3XLDY62QGJ,0,6.381946472386194
30,12.328261877946224,Standard,Bank transfer,Yes,Movies,No,Mobile,27.130608604317576,25.539553350303645,21,Fantasy,4,Female,20,No,R58BC7BZGC,0,6.572355436550311
103,10.902726465229016,Basic,,No,TV Shows,No,Computer,24.92812919831188,165.54622405273165,7,Comedy,7,Male,0,No,2KCX0GI5S5,0,7.024631971516842
39,9.306575934435838,Basic,Mailed check,Yes,Movies,Yes,Mobile,37.44451764703726,43.50311943139579,7,Fantasy,2,Male,23,Yes,E1KOX7V8HN,0,5.897034249062388
77,12.367104035316457,Premium,Electronic check,Yes,TV Shows,Yes,TV,2.228885051251827,80.29550132595222,10,Comedy,5,Female,8,No,0454D52GA9,1,6.859895043550252
95,15.420976074640286,Premium,Credit card,Yes,Movies,Yes,Computer,7.384351511242052,28.712461057037714,35,Comedy,2,Female,21,Yes,859P7LP91F,0,6.632276371015093
53,15.30000654501873,Premium,Credit card,Yes,Both,No,TV,20.95983514109944,131.0834556104307,11,Drama,1,Female,23,Yes,BLE0HCSEGY,0,6.699377607120425
92,13.922252447517328,Premium,Credit card,No,Both,Yes,Mobile,39.45801504889569,111.92467905026632,15,Action,6,Male,10,No,QQTWQYWN4I,0,7.067312283619284
19,17.978967734122225,Premium,Electronic check,No,TV Shows,No,Computer,22.68915964996076,56.42389978016524,19,Action,9,Male,6,Yes,6Q1FUR0T03,1,5.83656471533574
116,11.52302355527287,Basic,Bank transfer,No,TV Shows,No,Computer,36.92456629994947,157.31679102810563,44,Comedy,8,Male,9,Yes,910BY5X074,0,6.8367246674574265
30,16.75241505137455,Standard,,No,Both,No,TV,39.29059393386947,26.18321093567356,9,Comedy,7,Female,8,No,0YBHSG2GY8,0,5.582223432693193
112,15.737571826976708,Basic,,Yes,Movies,Yes,Computer,15.720422962350916,28.96255925635552,38,Comedy,4,Female,20,Yes,02R275XG8J,1,7.475117014950693
58,8.602079216750216,Standard,,No,Movies,No,Computer,15.803126944263155,44.57103485475793,2,Comedy,9,Male,14,No,U0UL9XS0N9,0,6.214449274953437
39,14.488662001140652,Basic,Electronic check,Yes,Both,Yes,Computer,4.870749467466034,43.35284106347871,48,Action,6,Male,17,No,X253A34RU9,0,6.338696225008079
117,12.918758525878266,Premium,Bank transfer,Yes,TV Shows,Yes,Computer,38.850397156123954,64.459475961331,46,Fantasy,0,Female,3,Yes,GIHK55VQKM,0,7.321515717190046
30,18.605430591120047,Premium,Credit card,No,TV Shows,No,TV,39.56533189138749,148.55933978154673,22,Drama,1,Female,4,Yes,ZCUH944GFZ,0,6.326440875654986
12,11.819555283330356,Basic,Bank transfer,No,Both,Yes,Computer,24.81981418764573,38.778169491175305,9,Comedy,4,Male,2,No,5OGPWADZYJ,0,4.961687761344788
77,11.78972003656379,Premium,,Yes,TV Shows,Yes,Computer,32.973330336270124,94.78842017353304,32,Fantasy,8,Male,0,No,JZTGSH97RU,0,6.81213433799351
53,12.467330056859431,Premium,Bank transfer,No,Movies,Yes,Mobile,37.78314802258564,173.2319824073247,33,Action,4,Male,16,No,X2XPC00S6V,0,6.915485771688871
12,12.328261877946224,Premium,,No,TV Shows,Yes,Computer,39.68858210384953,142.95177034312593,6,Action,1,Male,7,No,VGPS5IT1V7,0,6.572355436550311
46,17.409347479063282,Standard,Electronic check,Yes,TV Shows,Yes,Tablet,6.74329151942901,146.25896415441693,42,Action,7,Female,3,Yes,QE4W7NPEVF,0,6.686896595414549
40,6.495741721584636,Premium,Electronic check,Yes,Movies,No,Mobile,15.953325411465414,110.98344593761828,20,Comedy,6,Male,4,No,4JG089DBKP,0,5.732165847894483
37,13.497774984779312,Premium,Bank transfer,Yes,Both,No,Tablet,10.46273517593834,6.089685878117496,46,Action,1,Male,10,No,TXSOM0H7WT,0,5.859093323360199
51,17.15209376151642,Standard,,No,TV Shows,Yes,Mobile,0.3153174905347006,19.22032525423525,11,Comedy,7,Female,3,No,G5WPSQ2AX8,0,6.775088406081111
68,8.693594813925195,Premium,Credit card,No,Movies,Yes,Computer,10.113883227057674,118.7788566216427,25,Comedy,4,Male,5,Yes,MXA3XRGFW9,1,6.3837843789901365
60,13.550463172904667,Basic,Bank transfer,Yes,Both,No,TV,25.26941992081241,87.9746974840068,5,Action,0,Male,2,Yes,RRU9FK10PW,0,6.70199450592871
89,16.923043683983046,Basic,Bank transfer,Yes,TV Shows,Yes,TV,30.591787732563564,84.68268616845349,44,Comedy,4,Female,1,Yes,1D6YFESXMA,0,7.317976318282232
90,14.691561445128224,Standard,Electronic check,No,Both,No,TV,39.9073405668351,71.54171982138354,19,Action,2,Female,23,No,YO3DN6CUF1,0,7.1878389541370415
21,12.671234411987644,Basic,Mailed check,No,Movies,No,Computer,32.35491398640036,87.69343491159046,45,Action,5,Female,5,No,R55MGS9J8L,0,6.682045312952936
101,18.8892130081331,Basic,Credit card,Yes,TV Shows,No,TV,21.77652828977233,26.82252781969628,43,Fantasy,3,Male,5,No,8ACY752WPU,0,7.554235559407612
13,6.942863889051568,Premium,Credit card,No,Both,No,Computer,28.26586529942557,40.65642860214904,0,Fantasy,7,Male,0,Yes,MAQCGMBK9K,0,4.513682228311526
69,10.93677637149666,Basic,Electronic check,Yes,Both,No,Computer,24.008523456201697,23.15867913921682,10,Fantasy,1,Male,5,No,INOT52B77D,0,6.627561855981099
6,8.943697609186108,Premium,Electronic check,No,Movies,No,Computer,1.7056974871545778,167.15535061249403,35,Action,2,Male,9,No,U6X59KIWMY,0,4.001172166072911
84,9.174518174510409,Standard,,No,TV Shows,No,TV,24.993513051327152,29.72935583076459,29,Drama,4,Female,24,No,O6AP9WOUQC,0,6.203171885502714
113,14.91166380368705,Premium,Credit card,No,TV Shows,No,Mobile,27.21906797543081,18.52312476205269,23,Comedy,0,Male,0,No,P0GJ7ZI3B6,0,7.430124820483774
38,6.161191279151719,Premium,Electronic check,No,Both,No,Tablet,34.2027853556776,132.58181224800654,39,Action,9,Male,10,Yes,TH7YICIOE3,0,5.460118430024648
71,17.022695553948573,Premium,Bank transfer,No,Both,No,Mobile,15.797871462160469,146.7570929826579,39,Comedy,3,Female,12,No,FQAF6G3KWG,0,7.098054417029746
47,12.295489604078044,Premium,Credit card,No,Movies,No,Computer,7.203912272267877,53.586838377061504,47,Comedy,8,Male,7,Yes,55MPXFGRV1,1,6.361109041579912
89,5.777726684998878,Basic,Bank transfer,No,TV Shows,Yes,Mobile,36.5418124962844,49.3925590631043,26,Fantasy,1,Male,19,No,5Y5SYHPLPX,0,6.244589481198761
28,7.045750020158204,Standard,Electronic check,No,TV Shows,No,Mobile,22.392560303432983,153.5982814333787,34,Drama,0,Male,3,No,RWJWNTW96I,0,5.289685219359279
4,14.357208097592782,Premium,Bank transfer,Yes,Movies,No,Mobile,24.78699274212419,79.47899527676087,28,Action,6,Female,16,No,XOLANQ6E9D,0,4.067809473316385
37,13.540959464830667,Standard,,Yes,TV Shows,Yes,Computer,26.17595547176058,34.29956451643954,19,Sci-Fi,0,Female,4,No,832SOLAJK0,0,6.218630996104958
29,13.944825616373654,Premium,Credit card,No,TV Shows,Yes,Mobile,2.0143478894474334,146.27332470481542,12,Comedy,3,Female,1,No,9HSN0PBSUQ,0,6.004874093107273
17,9.425704058707554,Standard,Credit card,Yes,TV Shows,Yes,Computer,34.59837243360362,114.03809786973936,46,Action,0,Male,13,No,A2YI6M5S44,0,5.154941885499047
18,6.312103057383606,Premium,Bank transfer,No,Both,No,TV,5.237763189594718,48.38685932076454,17,Comedy,1,Male,11,No,1199B39JCH,0,4.741603595224049
78,12.810608063717067,Premium,Bank transfer,No,Movies,No,Tablet,29.99165128977764,77.23332812506972,0,Comedy,5,Male,22,Yes,T0HMP0YDL6,0,7.062505847473504
110,16.33463273436263,Standard,Credit card,No,TV Shows,Yes,TV,38.90190356005309,40.11676945506958,5,Fantasy,6,Male,2,Yes,WPAHXXG75J,0,7.49432431441867
15,11.886352151746015,Premium,Credit card,Yes,Movies,Yes,TV,2.3456553164362584,61.35885423405544,13,Comedy,0,Male,10,No,7TX97G2FJD,1,5.189034068364144
81,19.42702648324201,Standard,Credit card,Yes,Both,Yes,Mobile,29.109480862337595,152.7640679576809,37,Drama,0,Female,14,No,4XCANEYONJ,0,7.361749657002868
113,16.181122972898017,Standard,Mailed check,No,TV Shows,Yes,TV,25.99091241910239,164.93185809706694,49,Action,2,Female,18,No,QCO4MMMN4A,0,7.511779889700021
99,7.886022735144929,Basic,Electronic check,No,TV Shows,Yes,TV,1.196484230065167,33.44817798028964,22,Action,7,Female,17,Yes,W3QPZX9X20,0,6.661491824033284
44,19.3659579841283,Premium,Bank transfer,No,Both,Yes,Computer,13.835673098378496,112.67864558563812,27,Comedy,1,Male,8,No,1LRJGKXNJQ,0,6.748879295657625
37,7.516571459650505,Standard,Electronic check,No,Movies,Yes,Computer,13.654689685202944,65.6721378833115,47,Drama,2,Male,3,Yes,8H0AA828XV,0,6.000186496508233
35,11.665849331201072,Standard,Credit card,No,Both,No,Mobile,17.145501969866263,55.43652029879607,19,Action,9,Male,20,Yes,GZLA2AE2N2,1,6.3769154881030286
75,13.089928973451547,Basic,Mailed check,No,Movies,Yes,Mobile,17.18650599405408,131.5155402802447,42,Drama,3,Male,3,Yes,6FTG9HRJ8K,0,6.890349343792612
39,18.220246199829223,Standard,Credit card,No,Both,Yes,Mobile,39.157167221475206,116.23487579682217,3,Drama,6,Male,22,No,UQNTQK2SYD,0,6.567501343252848
3,6.459340367023224,Premium,Bank transfer,No,Movies,No,Mobile,2.0484595510167707,127.47763255925788,15,Action,0,Female,6,No,TKSZ4GKT53,0,3.014456923034416
102,8.758889234363963,Premium,,Yes,Movies,No,Mobile,24.69271488393345,18.95112303597022,16,Comedy,7,Female,0,No,RJJQZPQRDB,0,6.796160595558275
9,6.247002307656489,Basic,Electronic check,Yes,Movies,Yes,Mobile,10.67160878997231,161.3840283550762,35,Action,9,Male,13,No,B9HJST3XDG,0,5.968205529346943
41,14.625923082157788,Standard,Bank transfer,Yes,Movies,Yes,Mobile,14.720684127741128,21.620691152156763,42,Sci-Fi,5,Male,23,No,CHEJF0XK33,0,6.289912020940789
75,11.36278431882952,Standard,Electronic check,No,TV Shows,No,Mobile,15.447706052749936,134.99950687082034,7,Sci-Fi,8,Female,16,Yes,PHZ1LJTZ4F,0,6.088914332407963
57,12.23736133959482,Standard,Mailed check,Yes,Movies,No,Mobile,14.184029930325051,65.89883917374053,19,Drama,5,Female,13,No,UDGGTAR7RL,1,6.5489775491048965
79,12.41304339760471,Premium,,Yes,Both,No,TV,19.40518425342327,138.78488601396697,42,Action,4,Male,10,No,0AAHDVJ96S,0,6.640543765873987
33,6.173189358605652,Premium,,No,TV Shows,No,Computer,35.60418965405398,77.30808066716251,18,Action,7,Male,21,Yes,79UVJRPXJ5,0,5.32161998346375
5,9.035767644835174,Premium,Credit card,Yes,Movies,Yes,Mobile,11.300199750523063,16.91111986217288,20,Comedy,8,Male,12,No,HJ5ZOU6JWU,1,3.8325216460563167
10,10.173563623414314,Premium,,Yes,Both,Yes,Computer,35.2073351813333,41.17099149576016,21,Comedy,2,Male,13,No,P8A4DLLKN7,0,4.632159050262671
87,13.380814310234934,Premium,Credit card,No,TV Shows,No,Mobile,38.97573159168112,36.6351862341483,10,Fantasy,5,Male,2,No,0WJL917CT0,0,7.060588672989649
84,19.69380578991915,Premium,Bank transfer,No,Both,Yes,Mobile,25.633290213070243,6.27807869228867,22,Action,9,Female,21,No,QVSRVL2M09,0,7.4117252683085075
54,12.725465560063366,Standard,Electronic check,No,Both,Yes,TV,10.426707552108198,144.56271996765452,21,Action,7,Female,10,No,KDIJLPEI1Y,0,6.305133520458115
54,12.328261877946224,Premium,Electronic check,No,TV Shows,Yes,Mobile,14.795438384384942,157.70305108815475,29,Action,7,Male,14,No,9NTGHZ9TGX,0,6.572355436550311
115,12.132596009075437,Premium,Credit card,Yes,Both,No,Computer,12.01065101906337,141.9475745828984,10,Comedy,7,Female,2,No,37B61QQ92N,0,7.241544305472336
18,12.219893055666883,Premium,Electronic check,Yes,Movies,Yes,TV,30.705824673387845,27.157865899081727,25,Drama,7,Male,4,No,LWNMWJXIF6,0,4.988002464658764
69,11.271246201474336,Premium,Bank transfer,No,TV Shows,Yes,Mobile,9.187368861655257,92.36334984940054,16,Comedy,0,Male,9,No,6PWPTO3310,0,6.657646393901296
50,8.535188545339489,Premium,Mailed check,Yes,Both,Yes,TV,22.94140544397884,120.49765352955502,12,Sci-Fi,6,Male,12,No,A3DSYHZCRM,0,5.889244377149922
49,14.720073332150378,Basic,Mailed check,No,TV Shows,No,Tablet,17.13555177861518,111.82340204739592,36,Action,7,Female,15,Yes,C8UGOOCR0V,0,6.614365308170087
29,8.754356436464716,Premium,,Yes,Both,Yes,Tablet,24.580107216434435,38.02224153551143,18,Fantasy,5,Male,18,Yes,POH62X5HD3,0,6.56176839970382
42,18.462689874168056,Premium,,Yes,TV Shows,No,TV,7.521505603850755,75.65577442186193,29,Fantasy,7,Male,13,Yes,PU0ZLQV83H,0,6.654710321690062
35,11.361577279665612,Premium,Credit card,No,TV Shows,Yes,TV,21.85721574049632,22.836144019585408,17,Action,3,Female,22,Yes,7YJRMU8IHU,1,6.971141750604068
2,12.328261877946224,Standard,Credit card,Yes,Movies,No,Tablet,28.74405435193542,55.654208718232056,23,Action,7,Male,12,Yes,FHLTJAE6PE,1,6.572355436550311
55,8.777524559409777,Basic,,Yes,Both,Yes,Mobile,38.518614774148695,28.57225062306351,18,Action,2,Male,22,Yes,TJFQ6VTH0W,0,6.181596876011699
45,15.640837994718348,Premium,,No,Movies,No,Tablet,37.379717121276,48.20347609244235,30,Comedy,0,Male,7,No,5JE8TNAGV7,0,6.557967577393744
45,13.018414589781786,Premium,Electronic check,Yes,Both,Yes,TV,18.87614272743558,38.7201010599449,3,Sci-Fi,3,Female,6,Yes,CLK7PITE3F,0,6.374732880352805
30,18.127027593716107,Standard,Bank transfer,No,TV Shows,Yes,Mobile,35.84485834376926,18.23005414229516,11,Fantasy,4,Female,6,Yes,JR4I6N1XCD,1,6.300438629475325
57,18.50361530331145,Premium,,No,TV Shows,No,TV,32.69247354722867,172.96766760007003,28,Action,1,Female,10,Yes,IO4FXNJJFD,0,6.105492105532773
16,17.174062104575885,Premium,Credit card,Yes,TV Shows,Yes,TV,18.71203545755094,56.686247256752914,46,Drama,7,Male,20,No,W7D4241YI4,0,5.619621553702026
69,5.465949656937226,Standard,Credit card,No,TV Shows,No,Tablet,8.798908459062734,124.63624785996122,47,Action,8,Male,12,Yes,JWFHX57IJ6,0,5.935292334152633
28,11.984357268497996,Premium,Bank transfer,No,Both,Yes,TV,20.915764876045003,174.06376241935183,28,Action,6,Male,15,No,TPC12VSFSX,0,5.818782392194021
21,11.806666582716582,Standard,Bank transfer,No,Movies,No,TV,36.90556302019062,93.83525608181894,17,Comedy,7,Male,14,No,219ELSD6DI,0,5.5172118964909975
41,15.972535450815846,Premium,Bank transfer,Yes,Both,No,Mobile,14.132613845848,45.97727555456802,12,Fantasy,7,Male,5,Yes,072JPNZPAZ,1,6.485968626401943
29,18.86288896471364,Standard,Mailed check,No,Movies,Yes,Mobile,17.573013873289426,59.21681990077305,14,Comedy,8,Male,24,No,CBE8CTCQZO,1,7.380812844125901
67,7.441111806094198,Standard,Credit card,No,Both,Yes,Mobile,18.95605347351305,69.95200509622761,19,Drama,0,Female,5,Yes,H9TN9RRK7N,0,6.094520438550414
112,14.453404465144589,Premium,,No,TV Shows,No,Tablet,20.137447677930645,80.39597262650153,17,Comedy,5,Female,19,Yes,SSWHV72ZR8,0,7.390046419172497
88,8.58689776769522,Premium,Bank transfer,No,Both,No,Mobile,15.33932194760079,46.66970659961315,14,Action,2,Male,11,No,SPMNYWXERK,0,6.628896834981375
118,19.932542223026264,Basic,Electronic check,Yes,Movies,No,Mobile,26.215917050368773,138.20396024382907,33,Fantasy,7,Female,15,Yes,VU09UHO7V3,0,7.3928175980261726
100,12.70905319455604,Basic,Electronic check,Yes,Both,No,TV,9.058026204580624,26.73922614008457,26,Action,4,Male,5,Yes,Z3SM5F00BS,0,6.924717616515653
13,10.76946294130206,Premium,Credit card,No,Both,No,TV,38.2128133029207,19.04901313300098,40,Comedy,7,Female,21,Yes,XX2AGQSBWD,0,4.948781296084715
82,9.730639205685454,Premium,Credit card,Yes,Movies,No,Tablet,37.23288479704108,64.95503667130437,2,Comedy,7,Male,17,Yes,HL9JPA7VIH,0,6.683251321317443
54,11.577075302556036,Standard,,No,Movies,Yes,Mobile,3.833111694771568,34.16054924017152,32,Sci-Fi,4,Female,16,Yes,CU32J581K7,0,6.843801907157034
82,17.874148721534013,Premium,Electronic check,Yes,Movies,No,Mobile,10.351351027171674,85.73196882369207,31,Drama,2,Male,24,Yes,M3R94942XC,0,7.290756755172376
105,16.785891858577024,Premium,Electronic check,No,TV Shows,No,Mobile,35.84515797629477,37.367120233992864,14,Comedy,1,Female,22,No,R97DTIXD35,1,6.279643107434512
56,8.284462144571123,Standard,Credit card,No,TV Shows,Yes,Mobile,33.77546494314736,171.48358924451645,44,Fantasy,0,Male,3,No,GG33W54U0Y,0,6.141886598724063
